Governor ID,exactName,Power,T4-Kills,T5-Kills,Dead Troops,Governor ID,exactName,Power,T4-Kills,T5-Kills,Dead Troops,Governor ID,exactName,Power,T4-Kills Gained,T5-Kills Gained,Dead Troops Gained
134427271,ᴮˢanhkĩsư,14.539.882,99.978,0,599.084,134696540,ᴮᶠOneLch,13.937.063,862.589,907,167.933,134696540,ᴮᶠOneLch,13.937.063,,,
133739928,TIEO Vietnamme,14.508.942,78.730,0,271.403,89466822,rebelzealot,13.919.142,822.642,22.749,1.221.541,89466822,rebelzealot,13.919.142,,,
134384923,rat voyager,14.633.954,1.536.055,80.852,962.831,135557589,HeccinHal,13.916.073,15.953,0,3.224,135557589,HeccinHal,13.916.073,,,
134375775,DOBERMANFURRY,14.478.811,28.593,0,0,134514397,BaNg Lii,13.870.642,1.352.670,26.636,189.566,134514397,BaNg Lii,13.870.642,,,
45383048,MY QUEEN EREN,14.436.791,37.690,0,140.927,95022941,ʆuɑɳɑ,13.844.287,490.406,48.101,784.873,95022941,ʆuɑɳɑ,13.844.287,,,
133703632,ᴮᴾAdammm,14.429.146,717.720,8.536,298.573,134555162,ᴮᶠMalphas,13.835.322,2.724,0,77.559,134555162,ᴮᶠMalphas,13.835.322,,,
134364040,SuperMaz381,14.427.992,44.809,0,101.520,133423514,MomArisa,13.825.464,335.851,0,207.421,133423514,MomArisa,13.825.464,,,
134379466,Cutegem,14.425.107,87.002,0,81.661,133715323,OgLoRDluffY,13.777.028,49.028,0,34.203,133715323,OgLoRDluffY,13.777.028,,,
134397506,ᵂᴼᴰ Rivas,14.439.157,1.487.788,62.087,854.674,134584055,raMpaGe,13.758.524,633.413,0,72.686,134584055,raMpaGe,13.758.524,,,
134369520,TronRi,14.420.459,180.516,3.189,625.292,133717100,ᴮᴾM2K bAsaH,13.748.107,368.401,0,125.826,133717100,ᴮᴾM2K bAsaH,13.748.107,,,
134402742,ᴮᶠPhoenix,14.390.944,923.822,69.028,252.344,134412007,Bs Beachcomber,13.741.103,172.165,0,40.077,134412007,Bs Beachcomber,13.741.103,,,
133467174,tbinh95,14.390.581,347.050,17.357,238.121,134418488,Brutumis,13.711.450,47.560,176,103.297,134418488,Brutumis,13.711.450,,,
134304977,Tordensky,14.369.097,20.494,0,25.010,134937704,ImNotDutch,13.799.707,17.980,0,30.342,134937704,ImNotDutch,13.799.707,,,
134024730,ᴮᶠTetusFT,14.354.006,126.852,31.071,364.786,134399895,cn Dark Tempest,13.700.745,27.093,0,28.087,134399895,cn Dark Tempest,13.700.745,,,
133827517,HausamSee,14.345.898,340.225,11.294,213.105,98755368,PK2,13.701.056,461.265,97.791,1.194.972,98755368,PK2,13.701.056,,,
134372825,Andy Boffaren,14.334.489,1.224.064,18.332,542.400,134379466,Cutegem,13.692.611,61.966,0,28.530,134379466,Cutegem,13.692.611,,,
133590346,King K Rool,14.316.681,47.104,0,30.348,136143515,Mephedrones,13.681.450,37.659,0,28.038,136143515,Mephedrones,13.681.450,,,
134420073,MrFir3Fly,14.289.823,110.371,0,187.761,133983524,ᵍᶜThemurf89,13.670.781,12.961,0,31.233,133983524,ᵍᶜThemurf89,13.670.781,,,
133808591,颶ぉんぎつね,14.218.954,649.506,16.500,193.837,134328011,Moto702,13.652.258,104.035,0,40.695,134328011,Moto702,13.652.258,,,
134420464,wjwjwjwjwjwjwj,14.212.180,466.034,25.669,117.933,134091361,ᴮᴾ Minato,13.645.571,378.404,169,594.758,134091361,ᴮᴾ Minato,13.645.571,,,
134373883,ᴮᶠCiri,14.186.619,215.896,17.567,100.165,133790007,ᴮᴾPoveous,13.565.055,1.203.320,62.566,948.723,133790007,ᴮᴾPoveous,13.565.055,,,
133791503,Damnnnn,14.184.035,285.641,256,53.241,134301734,ᴮᴹ Senator,13.537.604,48.997,0,96.283,134301734,ᴮᴹ Senator,13.537.604,,,
134466721,UnKnOwN,14.153.300,7.426,0,0,134415883,blackhole90,13.524.991,55.321,0,34.203,134415883,blackhole90,13.524.991,,,
134082965,enilorac,14.297.452,53.105,4.613,57.407,133590210,ᴷᴮTlaloc亗,13.524.724,184.152,1.844,71.397,133590210,ᴷᴮTlaloc亗,13.524.724,,,
134413033,azzumi111,14.118.292,246.993,0,379.303,133572808,ᴮᴾRyūku,13.425.119,1.455.816,6.541,910.108,133572808,ᴮᴾRyūku,13.425.119,,,
133764307,FloK1,14.099.248,2.261.327,157.283,601.919,134212771,Marvinsitooo,13.401.384,132.655,0,78.959,134212771,Marvinsitooo,13.401.384,,,
134361136,Frodo141,14.109.329,116.567,0,74.715,135684534,1995 rasec,13.347.189,912.703,5.594,365.961,135684534,1995 rasec,13.347.189,,,
133421509,RixtonCoeg,13.993.347,189.572,29.841,181.142,134633024,Viper5210,13.337.741,75.738,0,21.291,134633024,Viper5210,13.337.741,,,
134433865,ᴮᴰKen55,13.966.154,90.026,937,170.285,134024730,ᴮᶠTetusFT,13.266.312,33.987,12.690,316.409,134024730,ᴮᶠTetusFT,13.266.312,,,
134393591,ᴮᴹ TÜRKER,13.962.415,28.570,0,6.656,134446499,TríchSài,13.255.590,8.584,0,19.009,134446499,TríchSài,13.255.590,,,
133983524,ᵍᶜThemurf89,13.948.911,12.961,0,31.233,134354188,SultanUZB,13.253.174,219.718,0,349.423,134354188,SultanUZB,13.253.174,,,
133572808,ᴮᴾRyūku,13.917.708,1.455.816,6.541,910.108,134255585,without a name,13.245.433,74.106,0,439.229,134255585,without a name,13.245.433,,,
134039865,ᴮᴹDave,13.893.780,566.333,0,235.505,134397506,ᵂᴼᴰ Rivas,13.213.002,1.101.024,3.668,636.927,134397506,ᵂᴼᴰ Rivas,13.213.002,,,
134394309,YippySkippy,13.879.476,149.021,17.925,411.185,134012992,Blacklisted亗,13.209.963,111.502,0,1.975,134012992,Blacklisted亗,13.209.963,,,
134412007,Bs Beachcomber,13.863.671,417.278,30.049,374.631,134205577,ziquid,13.175.593,146.079,776,75.118,134205577,ziquid,13.175.593,,,
133639745,ᴮˢFeldherr,13.838.243,60.880,0,33.086,133763420,legend d sunset,13.167.304,67.852,0,53.504,133763420,legend d sunset,13.167.304,,,
134584055,raMpaGe,13.832.829,633.413,0,72.686,133873536,PORTGAS D ACE,13.169.089,174.461,0,25.289,133873536,PORTGAS D ACE,13.169.089,,,
135432468,亗 Zizou 亗,13.766.952,677.527,58.386,113.891,134360188,ʷʷᶜMagnus,13.122.995,123.646,0,15.891,134360188,ʷʷᶜMagnus,13.122.995,,,
133951041,broudl,13.739.932,211.564,0,0,133824669,ᴷᴮLancer,13.136.653,1.417.126,8.107,548.183,133824669,ᴷᴮLancer,13.136.653,,,
133717100,ᴮᴾM2K bAsaH,13.748.107,368.401,0,125.826,133634979,ᴸᴼⱽposipi,13.090.751,96.711,0,11.975,133634979,ᴸᴼⱽposipi,13.090.751,,,
134937704,ImNotDutch,13.717.029,51.600,0,241.804,133996272,ᴮᴹ Konhik,13.081.851,14.785,0,0,133996272,ᴮᴹ Konhik,13.081.851,,,
134439953,BaoQuan,13.716.682,256.061,3.227,222.063,134362481,BéoNè,13.064.205,152.730,0,584.714,134362481,BéoNè,13.064.205,,,
106798971,ᴮᶠKenshin,13.617.170,1.744.372,78.983,1.241.129,134420159,ᴳᴰ Diablo,13.067.494,85.292,0,190.503,134420159,ᴳᴰ Diablo,13.067.494,,,
134591587,HieuBeTi,13.584.471,1.760.068,34.943,1.084.857,134403845,RED MACUBAY,13.065.217,156.102,0,324.297,134403845,RED MACUBAY,13.065.217,,,
133742668,ᴮᴾULat BuLu,13.594.277,141.009,3.425,143.728,133742668,ᴮᴾULat BuLu,13.040.316,141.008,3.425,143.728,133742668,ᴮᴾULat BuLu,13.040.316,,,
133787186,ᴮˢfifi59,13.566.410,94.623,6.204,187.289,134317084,Clarke73,13.007.328,41.106,0,257.994,134317084,Clarke73,13.007.328,,,
78650000,Sir ShreK,13.532.730,311.292,874,386.162,133639745,ᴮˢFeldherr,12.992.168,60.880,0,33.086,133639745,ᴮˢFeldherr,12.992.168,,,
133590210,ᴷᴮTlaloc亗,13.524.724,184.152,1.844,71.397,134228830,ALFMOBR,12.987.869,441.360,0,198.677,134228830,ALFMOBR,12.987.869,,,
134422180,ᴮᶠEvil1975,13.508.726,77.846,7.779,86.079,134370984,Couscous du 93,12.982.794,33.936,12.478,146.401,134370984,Couscous du 93,12.982.794,,,
98755368,PK2,13.386.523,500.083,97.791,1.194.972,134393591,ᴮᴹ TÜRKER,12.955.320,21.139,0,6.656,134393591,ᴮᴹ TÜRKER,12.955.320,,,
134420159,ᴳᴰ Diablo,13.376.939,85.292,0,190.503,134423758,Gormann,12.898.005,5.671,295,116.988,134423758,Gormann,12.898.005,,,
134240587,Rainha Ginga,13.382.374,26.868,0,18.353,134589592,FREDY DER ROTE,13.216.714,339.465,3.513,60.999,134589592,FREDY DER ROTE,13.216.714,,,
133776151,FamOneV,13.342.610,176.270,0,419.301,134673943,ᴮᶠHigorbara,13.024.559,546.806,0,136.191,134673943,ᴮᶠHigorbara,13.024.559,,,
62965280,ANuBiSss,13.341.896,811.471,12.724,981.910,106798971,ᴮᶠKenshin,12.866.116,513.906,89,985.766,106798971,ᴮᶠKenshin,12.866.116,,,
134378525,Ryochann,13.095.383,1.698.953,77.821,298.195,134194372,東川王,12.866.332,23.517,0,1.699,134194372,東川王,12.866.332,,,
134446505,NSK 154,13.321.858,10.424,0,140.466,134420073,MrFir3Fly,12.871.149,50.750,0,147.552,134420073,MrFir3Fly,12.871.149,,,
133873536,PORTGAS D ACE,13.291.089,174.461,0,25.289,134666528,Ad7mai007,12.870.821,445.411,283,151.436,134666528,Ad7mai007,12.870.821,,,
133824669,ᴷᴮLancer,13.285.731,1.417.126,8.107,548.183,134427271,ᴮˢanhkĩsư,12.863.146,99.978,0,599.084,134427271,ᴮˢanhkĩsư,12.863.146,,,
133770992,ᴮᴴZvyye,13.275.274,255.711,0,385.929,134403821,Crystal King 9,12.828.288,87.862,722,361.643,134403821,Crystal King 9,12.828.288,,,
133726220,ᴮᴾShinto麺,13.250.121,403.463,216,132.420,134364040,SuperMaz381,12.781.298,43.598,0,101.520,134364040,SuperMaz381,12.781.298,,,
134612604,DeKAROtion,13.223.595,98.934,12.724,108.110,134304977,Tordensky,12.789.843,15.697,0,25.010,134304977,Tordensky,12.789.843,,,
134453918,tho,13.191.360,29.199,0,132.615,134414739,dhenov,12.769.800,53.468,0,200.799,134414739,dhenov,12.769.800,,,
134363527,Bigboybennern,13.168.254,18.095,1.981,22.692,133467174,tbinh95,12.771.716,218.305,0,238.121,133467174,tbinh95,12.771.716,,,
134204361,ᴮᶠVOID,13.124.185,386.605,21.929,410.016,133808591,颶ぉんぎつね,12.686.843,537.941,93,178.434,133808591,颶ぉんぎつね,12.686.843,,,
134404208,Cutam1995,13.098.167,53.631,0,294.317,134362803,BF68 Angel1ton,12.646.946,61.549,0,166.263,134362803,BF68 Angel1ton,12.646.946,,,
134305102,Huytuyeniu,13.082.536,185.610,1.338,47.135,134350655,Empereur Sun Zi,12.609.403,19.059,0,0,134350655,Empereur Sun Zi,12.609.403,,,
134461015,ᴮᶠELY,13.064.214,370.716,81.286,78.074,134466134,Yiroberto,12.542.429,48.282,0,419.224,134466134,Yiroberto,12.542.429,,,
134673943,ᴮᶠHigorbara,13.050.422,1.368.837,233.580,766.702,107479797,ez3games,12.531.775,2.053.377,8.450,1.047.196,107479797,ez3games,12.531.775,,,
134925399,Revenn farm,13.013.114,73.028,0,35.987,134024500,ᴮᶠBichii,12.534.928,210.143,0,204.891,134024500,ᴮᶠBichii,12.534.928,,,
134624730,ᴮᵐHarleyN,12.987.343,145.062,1.972,100.427,133590346,King K Rool,12.511.715,47.104,0,30.348,133590346,King K Rool,12.511.715,,,
133983564,ᴮᴴPppkBayi4,12.959.065,265.624,135,69.697,128025981,ᶻᴹ kakaroto,12.500.371,491.179,47.793,314.569,128025981,ᶻᴹ kakaroto,12.500.371,,,
133527895,ᴮᶠ d e n z,12.893.532,264.903,0,87.726,134401440,wong Fei Hung,12.487.002,35.270,0,30.621,134401440,wong Fei Hung,12.487.002,,,
134374833,rom27top,12.888.199,197.139,23.239,87.772,134624730,ᴮᵐHarleyN,12.482.945,129.833,1.972,100.427,134624730,ᴮᵐHarleyN,12.482.945,,,
134421812,Plushy21,12.894.768,88.223,0,241.011,134380915,Golden Flower,12.481.231,197.781,0,201.881,134380915,Golden Flower,12.481.231,,,
133833082,ᴮᶠ Flavio,12.866.038,508.724,41.909,374.490,133951041,broudl,12.485.672,8.112,0,0,133951041,broudl,12.485.672,,,
136263602,Ba2ousi,12.842.861,57.585,499,78.880,134376314,SeçkiN,12.358.212,59.625,0,444.942,134376314,SeçkiN,12.358.212,,,
132676546,Snakewhisperer3,12.817.957,74.015,20.894,509.600,134925399,Revenn farm,12.351.711,73.028,0,35.987,134925399,Revenn farm,12.351.711,,,
134389231,ᴮˢNewF2pChar,12.788.878,312.751,0,562.389,134439953,BaoQuan,12.308.961,161.535,266,222.063,134439953,BaoQuan,12.308.961,,,
134397149,ATILA,12.768.444,52.564,0,44.617,134387718,暗闇Kurayami,12.336.960,14.392,0,134.994,134387718,暗闇Kurayami,12.336.960,,,
134362535,Trần Lê  92,12.734.905,883.387,14.753,669.406,135432468,VERCINGÉTORIX,12.307.262,617.065,15.866,86.036,135432468,VERCINGÉTORIX,12.307.262,,,
94337967,ᴮᴰ CMH,12.658.776,270.851,21.135,747.460,134384923,rat voyager,12.293.833,752.709,464,741.441,134384923,rat voyager,12.293.833,,,
134593713,Maick,12.621.798,328.061,0,148.855,133527895,ᴮᶠ d e n z,12.262.731,264.903,0,87.726,133527895,ᴮᶠ d e n z,12.262.731,,,
134382249,нAимал,12.728.883,62.172,0,110.009,134394309,YippySkippy,12.260.034,61.342,0,400.416,134394309,YippySkippy,12.260.034,,,
134479355,Sandacz23,12.594.924,72.001,0,0,134197222,FATY,12.258.502,169.481,0,130.311,134197222,FATY,12.258.502,,,
71929602,THUNDER BLUE,12.574.802,1.434.941,77.407,554.631,134395491,Piggy50,12.312.347,77.910,0,35.453,134395491,Piggy50,12.312.347,,,
133788376,ᴮᶠ Al Hasby,12.566.527,13.454,0,68.871,134447261,ᶜⁿLady Alia,12.217.727,11.018,0,113.299,134447261,ᶜⁿLady Alia,12.217.727,,,
134671234,volubled26,12.563.209,400.186,73.534,402.176,134653635,Moderation93,12.219.778,716,0,6.764,134653635,Moderation93,12.219.778,,,
128025981,ᶻᴹ kakaroto,12.553.742,491.179,47.793,314.569,65261919,Habil ŞAHİN,12.320.947,472.853,9.241,1.471.185,65261919,Habil ŞAHİN,12.320.947,,,
134466134,Yiroberto,12.540.592,228.121,40.269,929.424,94337967,ᴮᴰ CMH,12.226.824,270.851,21.135,747.460,94337967,ᴮᴰ CMH,12.226.824,,,
134380915,Golden Flower,12.532.431,197.781,0,201.881,134373883,ᴮᶠCiri,12.219.850,162.253,4.077,87.743,134373883,ᴮᶠCiri,12.219.850,,,
134460364,Fu Ta,12.492.588,35.287,0,227.538,134446276,RENNN,12.188.872,30.102,0,158.080,134446276,RENNN,12.188.872,,,
134340311,caashi13,12.479.368,5.831.730,27.161,2.412.919,134353147,احمد هواش,12.171.872,151.288,0,1.015.302,134353147,احمد هواش,12.171.872,,,
134422727,Axolong tuấn,12.431.748,107.656,0,581.110,134671234,volubled26,12.161.215,225.503,8.193,215.310,134671234,volubled26,12.161.215,,,
134353915,Dropbear09,12.388.628,2.904,0,17.929,135571863,Nunamaker,12.135.524,176.106,149,76.725,135571863,Nunamaker,12.135.524,,,
134120500,Rostow61,12.386.761,112.009,0,5.241,134361136,Frodo141,12.152.280,116.567,0,74.715,134361136,Frodo141,12.152.280,,,
134422277,bulesky,12.376.491,118.675,9.514,734.991,6666588,Meg47StoRm,12.322.989,1.686,0,17.785,6666588,Meg47StoRm,12.322.989,,,
133440545,SnakeBaby,12.354.176,49.945,0,412.293,133938575,ᴮᴾ Minks,12.148.155,457.531,0,254.599,133938575,ᴮᴾ Minks,12.148.155,,,
134634854,DOOMNation,12.319.801,137.477,0,13.702,132676546,Snakewhisperer3,12.116.178,74.015,0,509.600,132676546,Snakewhisperer3,12.116.178,,,
134446276,RENNN,12.309.987,30.102,0,158.080,133440545,SnakeBaby,12.112.449,49.945,0,412.293,133440545,SnakeBaby,12.112.449,,,
134388990,pedigostrong,12.298.359,35.719,0,110.603,134466721,UnKnOwN,12.061.351,7.426,0,0,134466721,UnKnOwN,12.061.351,,,
134360172,ᴮᴹAthos,12.267.919,438.606,0,107.254,134450789,T i t u s,12.048.066,8.449,0,89,134450789,T i t u s,12.048.066,,,
65261919,Habil ŞAHİN,12.264.103,523.643,9.241,1.495.037,133108912,Babysnake4722,12.024.780,45.993,0,530.342,133108912,Babysnake4722,12.024.780,,,
134197222,FATY,12.258.502,169.481,0,130.311,119586220,big SHLEMAGA,12.015.439,934.429,14.068,1.123.626,119586220,big SHLEMAGA,12.015.439,,,
119586220,big SHLEMAGA,12.172.139,934.429,14.068,1.123.626,134461015,ᴮᶠELY,12.010.930,217.573,2.897,37.463,134461015,ᴮᶠELY,12.010.930,,,
134426697,HELLENIC POWER,12.167.984,10.176,0,38.679,134082965,enilorac,12.004.158,4.966,0,6.515,134082965,enilorac,12.004.158,,,
134279571,kayden the cat,12.159.338,5.931,0,40.208,133776151,FamOneV,12.105.778,176.270,0,419.301,133776151,FamOneV,12.105.778,,,
134414103,ⁿᵛᵃATS,12.122.168,411.154,18.748,506.507,134420464,wjwjwjwjwjwjwj,11.954.504,140.926,1.780,104.423,134420464,wjwjwjwjwjwjwj,11.954.504,,,
134436499,Ademeit IV,12.107.838,4.968,0,6.407,134402742,ᴮᶠJeon Sa,11.935.947,337.718,345,123.175,134402742,ᴮᶠJeon Sa,11.935.947,,,
134360477,ᴮᴹPorthos,12.106.785,251.248,0,35.467,134739946,Slyd0riK Junior,11.828.127,3.997,0,26.198,134739946,Slyd0riK Junior,11.828.127,,,
134228830,ALFMOBR,12.316.217,1.137.311,82.380,414.597,133421509,RixtonCoeg,11.784.159,80.405,0,158.483,133421509,RixtonCoeg,11.784.159,,,
135169376,ᴮᴹYoryk185,12.071.003,214.195,0,34.527,134340311,乂Isaac乂,11.790.398,5.707.825,22.186,2.254.841,134340311,乂Isaac乂,11.790.398,,,
133108912,Babysnake4722,12.047.847,45.993,0,530.342,134369520,TronRi,11.715.916,169.828,0,613.506,134369520,TronRi,11.715.916,,,
134402311,ᴮᴹGoodMan,12.034.348,108.186,0,185.572,134395527,ᴮᴴIlhamyeol,11.702.287,11.555,0,125.182,134395527,ᴮᴴIlhamyeol,11.702.287,,,
133735493,sBORZs,11.992.130,172.402,0,187.927,2937802,SnowMan007,11.698.575,179.343,11.777,1.359.293,2937802,SnowMan007,11.698.575,,,
134432628,Hoa MặtTrời,11.976.360,361.084,0,850.842,134436499,Ademeit IV,11.692.438,4.968,0,6.407,134436499,Ademeit IV,11.692.438,,,
134394663,이상한우영우,11.948.267,4.466,0,18.334,134014790,ᶜˢAKSwift,11.689.483,540.234,0,205.057,134014790,ᶜˢAKSwift,11.689.483,,,
134351634,5ik,11.932.041,8.002,0,1.853,134591587,Hiếu 乂 VN,11.686.959,1.257.053,32.716,859.856,134591587,Hiếu 乂 VN,11.686.959,,,
134360903,ᴮᴹAramis,11.932.743,188.617,0,30.769,134623278,Lørdsosa,11.667.147,240.201,0,95.698,134623278,Lørdsosa,11.667.147,,,
134453903,cn Cacodae,11.914.885,5.087,0,19.486,134363527,Bigboybennern,11.606.293,18.095,1.981,22.692,134363527,Bigboybennern,11.606.293,,,
134140365,Angelsissi,11.897.027,201.773,25.888,1.113.049,,,,,,,,,,,,
134358733,Vai vai,11.912.739,22.389,0,79.080,,,,,,,,,,,,
134460806,ᶜⁿIVAR,11.907.336,49.104,13.335,280.714,,,,,,,,,,,,
135142837,ᵂᴼᴰSelwin,11.878.261,48.604,0,10.814,,,,,,,,,,,,
134398204,Pong L3nis,11.893.739,22.893,0,123.199,,,,,,,,,,,,
134252201,Alfaker llah,11.849.274,15.340,0,45.267,,,,,,,,,,,,
99133766,ᴮᴾDariusMT,11.855.406,73.950,0,32.857,,,,,,,,,,,,
134079222,McPandor,11.885.987,52.189,0,237.457,,,,,,,,,,,,
134409071,ᵛᶦᵖ SHIB,11.916.568,171.145,1.829,182.451,,,,,,,,,,,,
134644688,BoBby CroW,11.833.690,24.855,0,149.479,,,,,,,,,,,,
